,principal component 1,principal component 2,class
0,1.7014017068632366,-0.5282318118355284,0
1,2.087006270709352,-1.2015172836531118,0
2,1.359353880760675,-0.33083720857109217,0
3,0.8010812786536962,-1.9126669640082379,0
4,0.6071500744179329,1.1095259603554775,1
5,1.0201023409633538,-0.9209800583070763,0
6,-0.6642879305512721,-0.8478468388051926,1
7,1.3668404466609596,-1.9061775361484008,0
8,-0.28566063000877784,0.34647744194961305,1
9,-0.6789230542055897,0.20985231221547276,1
10,-1.5498000527869944,0.361939036065142,1
11,-0.004692704196677366,1.230409646945384,1
12,0.2563777419991518,4.5595889555586115,0
13,3.531507205892453,-0.3058406683434749,0
14,0.5932680219304828,-0.2707478557334953,0
15,-0.39856714139504584,2.5231130468810097,0
16,-0.3716327857557121,0.36834462182112726,1
17,-0.5655603573475743,3.9871825734505095,0
18,-1.8662606866663765,0.7405908871359869,1
19,1.1070696903201627,-1.0533065485463817,0
20,1.5546256840608068,-2.2986217825270048,0
21,1.4315290961889258,1.0026403555880101,0
22,0.19931500717994344,0.3615675588300789,1
23,-0.8205068106442852,0.6121729029458991,1
24,2.870333655344012,1.9051375416445253,0
25,0.3729461523122797,2.278060244448112,0
26,0.4831201271752676,0.18974722696203064,1
27,1.076696998369235,0.02323745820285775,0
28,-1.1302810871065085,-0.42115569281387477,1
29,-1.3938796275787884,0.17537160542061547,1
30,-0.7230252488247133,-0.9894478506003588,1
31,0.30252713180230156,0.5735967075903137,1
32,-0.1554554866504794,2.2322242021436782,0
33,-1.389162250139723,1.3030742038179661,1
34,2.644817195006468,2.5597052351334826,0
35,0.28731380744098567,-0.20652424790218957,1
36,-0.3777195666289483,-1.402629095984617,1
37,1.0432679807946996,-0.6131642149264336,0
38,-0.9797161631455882,-1.360393366161225,1
39,0.8058848143831822,-0.3345034501192726,0
40,2.455496265580226,-1.988688752517318,0
41,0.24125312396961776,0.9239551585773556,1
42,0.7156757269333436,-0.2650643103965705,0
43,-0.6619697369710301,0.7316028115083695,1
44,1.4159380421821537,1.1836843411016276,0
45,-0.31393944802280144,-1.11514458516073,1
46,-1.1029967549353792,-1.0609713476382387,1
47,0.1923065069626781,1.097545875595745,1
48,0.8487552329673645,0.4920129481455874,0
49,-0.1398818496031435,-1.6872204122219259,1
50,-1.1852280192454938,-0.9625826746252638,1
51,-2.548562762251843,0.5978133546094249,1
52,-0.9960045209788941,-0.29900853058763427,1
53,1.5819067209793645,-1.6373086610431598,0
54,-1.390806068810277,0.9097560769970415,1
55,-0.08508507631031172,0.03764333728807245,1
56,1.9230637921376346,-0.6310808395711103,0
57,3.146175486109323,0.7255425301611994,0
58,-0.9903219389366863,-1.195791383488146,1
59,-0.17282335918291167,2.505425935829415,0
60,1.9477954907704575,1.1614617399829215,0
61,1.6142414647720225,0.10223818819130658,0
62,-0.1374755080935104,3.777070723161619,0
63,-2.191122503988734,-0.06278462788705054,1
64,-0.816851811756773,1.1498489793758007,1
65,-0.22957104601025732,-0.3278029882628113,1
66,-1.0315088254104905,-0.6203272410536183,1
67,-0.7712171896504432,-1.3060616557302778,1
68,1.7089212555683202,3.001467413799881,0
69,3.355160933330666,2.7779506306112953,0
70,1.5966615960130148,-0.44533474617972435,0
71,-1.276117166971686,-1.0057302813261646,1
72,0.2167405270400021,0.5823295783482464,1
73,-1.8852804418998295,-0.2768339482894299,1
74,-0.5796562162485002,0.9632322935359503,1
75,2.413024552237333,-0.1596063459320483,0
76,-0.7394789166685128,-1.3440404409561653,1
77,1.0345650735851428,-0.64857360228276,0
78,1.01316092821158,2.071588067861573,0
79,-0.3332147065557253,0.8364010010734764,1
80,1.4722121195341606,-0.3156708061271883,0
81,-0.546128473527977,-0.01825411199119109,1
82,1.5850998431617058,-0.9030812854078372,0
83,0.7111910125034313,-1.8155997626403302,0
84,-0.34870808647969137,-1.8116183041984966,1
85,0.31777041066484346,1.2775770130946331,1
86,-1.0615294478105186,-1.1105868300832729,1
87,0.2341452700171352,-1.0770228836967164,1
88,1.821021228959575,0.15693833496338983,0
89,-0.09448535168855336,2.2261223096198575,0
90,0.2590735474470467,0.13985293171981347,1
91,2.4130805415302627,-0.15967492661466381,0
92,-1.8523870158226667,0.7240009020793363,1
93,0.01670426573344635,0.943864395998798,1
94,-1.8682854011954404,-0.29716416780301486,1
95,-0.25085543070273775,-0.12241528099096824,1
96,-0.9108352281810378,1.1796023104378774,1
97,0.7167578414715056,-0.9322770589593216,1
98,-1.0350024161981601,-0.25405903937832064,1
99,-2.099225345573183,2.1405281213904277,0
100,0.7379189402520233,1.4848779488549713,1
101,0.7404125212532989,0.9678876267813971,1
102,1.1665093510129594,0.9559485942827259,0
103,0.3558440409240528,0.6899735801085924,1
104,2.6063825279702244,2.621553338586251,0
105,1.9150532590985263,-1.8399175589299195,0
106,0.5602521441223801,-0.5667559454612984,0
107,-1.5316095893403023,0.3401735003091431,1
108,3.0908396939108362,-0.5007559841799473,0
109,0.08101676961940699,-1.577269803671405,1
110,-1.7561248995854388,-0.05711321110184532,1
111,-2.1072088393404567,-0.16319652086494532,1
112,2.119238079398576,-1.2225397281287338,0
113,-1.0165415584372248,1.0707977427175908,1
114,1.4051186082097464,-0.6877282857409606,0
115,3.750210208498511,-1.0815369350881736,0
116,-1.449769476683063,-0.2717646382696223,1
117,-0.36252235963542395,-1.4208077740178262,1
118,-1.3169227350127815,-0.9569152721752359,1
119,-1.1199265115260972,-0.6664388106955695,1
120,-1.4218003895453424,1.248971278359596,1
121,-1.2058200391686709,-1.089847542544517,1
122,1.2164035461460536,-1.8939260625130152,0
123,-2.1552737643897584,0.12722458920024088,1
124,0.5876407009935087,-0.10307279812574677,0
125,0.32130265243020517,2.7036813507662756,0
126,-0.794698490453613,-0.31752420061545156,1
127,0.37117092169143295,-1.620636997670014,0
128,1.6614817089721095,-1.2168394162368723,0
129,0.9229868318025731,0.7491627425308565,0
130,0.34402883896829295,0.32984522428067314,1
131,0.17792667975591486,1.4992337119653112,1
132,-1.3710141139925507,0.22901637428641888,1
133,-0.26970380343162087,-0.6260328489341292,1
134,-0.8454567386677088,0.2589097333410224,1
135,0.18608326322508556,0.07697386879486606,1
136,-0.815770914362244,1.1116719918200486,1
